0,zip_code,CAD Number,Response_Date,Call Date,Initial Problem Type,Final Problem Type,Block Address,Time PhonePickUp,Time First Unit Arrived,delta,minutes
"4100 Governors Row, Austin, TX 78744, USA",78744,162080178,2016-07-26 03:04:19,07/26/2016,Check Welfare Urgent,xUNLAWFUL RESTRAINT,4100 Block Governors Row,2016-07-26 03:03:20.000,2016-07-26 03:09:18.000,0 days 00:05:58.000000000,5.96666666667
"600 Trinity St, Austin, TX 78701, USA",78701,172720127,2017-09-29 01:56:28,09/29/2017,On Site Incident,xPOSS CONTROLLED SUB/NARCOTIC,600 Block Trinity St,2017-09-29 01:56:28.000,2017-09-29 01:56:28.000,0 days 00:00:00.000000000,0.0
"3000 Enfield Rd, Austin, TX 78703, USA",78703,153640697,2015-12-30 12:05:02,12/30/2015,TRAFFIC STOP,TRAFFIC STOP,3000 Block ENFIELD RD,2015-12-30 12:05:02.000,2015-12-30 12:05:03.000,0 days 00:00:01.000000000,0.0166666666667
"2000 E Oltorf St, Austin, TX 78741, USA",78741,160180947,2016-01-18 14:51:01,01/18/2016,Alarm Robbery,xFALSE ROBBERY ALARM,2000 Block E Oltorf St,2016-01-18 14:50:17.000,2016-01-18 14:53:14.000,0 days 00:02:57.000000000,2.95
"8500 Dryfield Dr, Austin, TX 78758, USA",78758,123000312,2012-10-26 04:08:35,10/26/2012,Burglary Vehicle,xBURGLARY OF VEHICLE,8500 Block Dryfield Dr,2012-10-26 04:08:35.000,2012-10-26 04:08:40.000,0 days 00:00:05.000000000,0.0833333333333
"3300 Montopolis Dr, Austin, TX 78744, USA",78744,142430758,2014-08-31 10:23:18,08/31/2014,Auto Theft Service,xASSIST COMPLAINANT,3300 Block MONTOPOLIS DR,2014-08-31 10:19:58.000,2014-08-31 10:38:44.000,0 days 00:18:46.000000000,18.7666666667
"12900 Water Mill Cove, Austin, TX 78729, USA",78729,142501725,2014-09-07 23:34:31,09/07/2014,Disturbance Service,Disturbance Other,12900 Block Water Mill Cv,2014-09-07 23:34:08.000,2014-09-07 23:40:43.000,0 days 00:06:35.000000000,6.58333333333
"1300 E 3rd St, Austin, TX 78702, USA",78702,161730138,2016-06-21 02:32:03,06/21/2016,Suspicious Vehicle,Suspicious Vehicle,1300 Block E 3rd St,2016-06-21 02:31:19.000,2016-06-21 02:40:42.000,0 days 00:09:23.000000000,9.38333333333
"9600 Stonebridge Dr, Austin, TX 78758, USA",78758,161241165,2016-05-03 16:32:00,05/03/2016,Alarm Burglar,xFALSE BURGLAR ALARM,9600 Block Stonebridge Dr,2016-05-03 16:31:37.000,2016-05-03 16:34:47.000,0 days 00:03:10.000000000,3.16666666667
"200 W Applegate Dr, Austin, TX 78753, USA",78753,132141695,2013-08-02 19:20:43,08/02/2013,On Site Incident,On Site Incident,200 Block W APPLEGATE DR,2013-08-02 19:20:43.000,2013-08-02 19:20:43.000,0 days 00:00:00.000000000,0.0
"5100 Cameron Rd, Austin, TX 78723, USA",78723,141780870,2014-06-27 11:46:28,06/27/2014,Check Welfare Urgent,xASSIST EMS,5100 Block Cameron Rd,2014-06-27 11:46:00.000,2014-06-27 11:50:37.000,0 days 00:04:37.000000000,4.61666666667
"6700 Burnet Ln, Austin, TX 78757, USA",78757,140981473,2014-04-08 17:43:24,04/08/2014,DOC / C.O. Violation,DOC / C.O. Violation,6700 Block Burnet Ln,2014-04-08 17:42:41.000,2014-04-08 18:43:43.000,0 days 01:01:02.000000000,61.0333333333
"Austin, TX 78701, USA",78701,142451862,2014-09-02 21:17:42,09/02/2014,TRAFFIC STOP,TRAFFIC STOP,1500-1500 Block BASTROP HWY NB,2014-09-02 21:17:42.000,2014-09-02 21:17:42.000,0 days 00:00:00.000000000,0.0
"500 E 7th St, Austin, TX 78701, USA",78701,172220617,2017-08-10 10:12:02,08/10/2017,Non Emergency Refusal,Non Emergency Refusal,500 Block E 7th St,2017-08-10 10:11:17.000,2017-08-10 10:21:08.000,0 days 00:09:51.000000000,9.85
"9000 Northgate Blvd, Austin, TX 78758, USA",78758,121550607,2012-06-03 08:28:28,06/03/2012,zCHECKING AREA,zCHECKING AREA,9000 Block NORTHGATE BLVD,2012-06-03 08:28:28.000,2012-06-03 08:28:28.000,0 days 00:00:00.000000000,0.0
"9400 N Lamar Blvd, Austin, TX 78753, USA",78753,121050244,2012-04-14 02:17:39,04/14/2012,Disturbance HS,Disturbance HS,9400 Block N Lamar Blvd,2012-04-14 02:16:43.000,2012-04-14 02:18:19.000,0 days 00:01:36.000000000,1.6
"12300 Hunters Chase Dr, Austin, TX 78729, USA",78729,120431470,2012-02-12 21:08:10,02/12/2012,Directed Patrol,Directed Patrol,12300 Block HUNTERS CHASE DR,2012-02-12 21:08:10.000,2012-02-12 21:08:10.000,0 days 00:00:00.000000000,0.0
"200 E 7th St, Austin, TX 78701, USA",78701,130191667,2013-01-19 20:19:56,01/19/2013,Special Assignment,Special Assignment,200 Block E 7TH ST,2013-01-19 20:19:56.000,2013-01-19 20:19:56.000,0 days 00:00:00.000000000,0.0
"1200 W 38th St, Austin, TX 78705, USA",78705,122881738,2012-10-14 22:32:02,10/14/2012,Special Assignment,Special Assignment,1200 Block W 38TH ST,2012-10-14 22:32:02.000,2012-10-14 22:32:02.000,0 days 00:00:00.000000000,0.0
"4400 Manchaca Rd, Austin, TX 78745, USA",78745,151500765,2015-05-30 10:20:02,05/30/2015,Alarm Burglar,Alarm Burglar,4400 Block Manchaca Rd,2015-05-30 10:18:58.000,2015-05-30 10:25:29.000,0 days 00:06:31.000000000,6.51666666667
"9100 Japonica Ct, Austin, TX 78748, USA",78748,162860314,2016-10-12 06:48:24,10/12/2016,DOC / C.O. Violation,DOC / C.O. Violation,9100 Block Japonica Ct,2016-10-12 06:46:37.000,2016-10-12 07:47:10.260,0 days 01:00:33.260000000,60.55
"1200 W Live Oak St, Austin, TX 78704, USA",78704,170521697,2017-02-21 21:28:09,02/21/2017,Service,Service,1200 Block W Live Oak St,2017-02-21 21:25:56.000,2017-02-21 21:40:13.000,0 days 00:14:17.000000000,14.2833333333
"600 N Lamar Blvd, Austin, TX 78703, USA",78703,162950838,2016-10-21 12:08:28,10/21/2016,Teleserve Refusal,Teleserve Refusal,600 Block N Lamar Blvd,2016-10-21 12:07:32.000,2016-10-21 12:22:50.700,0 days 00:15:18.700000000,15.3
"1000 Norwood Park Blvd, Austin, TX 78752, USA",78752,172950307,2017-10-22 03:10:56,10/22/2017,Trespass Urgent,Trespass Urgent,1000 Block Norwood Park Blvd,2017-10-22 03:10:40.000,2017-10-22 03:15:03.913,0 days 00:04:23.913000000,4.38333333333
"2058 Park Bend Dr, Austin, TX 78758, USA",78758,132751524,2013-10-02 17:40:25,10/02/2013,zCHECKING AREA,zCHECKING AREA,2058-2000 Block PARK BEND DR,2013-10-02 17:40:25.000,2013-10-02 17:40:25.000,0 days 00:00:00.000000000,0.0
"5600 Manor Rd, Austin, TX 78723, USA",78723,132511014,2013-09-08 15:41:25,09/08/2013,Hang-ups,Disturbance Other,5600 Block Manor Rd,2013-09-08 15:41:19.000,2013-09-08 15:45:21.000,0 days 00:04:02.000000000,4.03333333333
"500 E 7th St, Austin, TX 78701, USA",78701,142581068,2014-09-15 14:05:57,09/15/2014,Subject Stop,Subject Stop,500 Block E 7TH ST,2014-09-15 14:05:57.000,2014-09-15 14:05:57.000,0 days 00:00:00.000000000,0.0
"10000 Emma Browning Ave, Austin, TX 78719, USA",78719,160701787,2016-03-10 23:39:12,03/10/2016,zCHECKING AREA,zCHECKING AREA,10000-10000 Block AIRCRAFT LN,2016-03-10 23:39:12.000,2016-03-10 23:39:13.000,0 days 00:00:01.000000000,0.0166666666667
"400 E 5th St, Austin, TX 78701, USA",78701,172410566,2017-08-29 09:50:03,08/29/2017,Directed Patrol,Directed Patrol,400 Block E 5th St,2017-08-29 09:50:03.000,2017-08-29 09:50:03.000,0 days 00:00:00.000000000,0.0
"8600 Putnam Dr, Austin, TX 78757, USA",78757,132931772,2013-10-20 22:51:58,10/20/2013,zCHECKING AREA,zCHECKING AREA,8600 Block PUTNAM DR,2013-10-20 22:51:58.000,2013-10-20 22:51:58.000,0 days 00:00:00.000000000,0.0
"1600 E Riverside Dr, Austin, TX 78741, USA",78741,143170874,2014-11-13 13:47:39,11/13/2014,Working Traffic,Working Traffic,1600 Block E RIVERSIDE DR,2014-11-13 13:47:39.000,2014-11-13 13:47:39.000,0 days 00:00:00.000000000,0.0
"300 E 17th St, Austin, TX 78701, USA",78701,152310296,2015-08-19 05:46:34,08/19/2015,Suspicious Unknown,Suspicious Person,300-300 Block E 17th St,2015-08-19 05:44:20.000,2015-08-19 05:52:35.000,0 days 00:08:15.000000000,8.25
"1500 Rosewood Ave, Austin, TX 78702, USA",78702,171690033,2017-06-18 00:17:13,06/18/2017,Check Welfare Urgent,Check Welfare Urgent,1500-1500 Block Rosewood Ave,2017-06-18 00:15:49.000,2017-06-18 00:20:21.690,0 days 00:04:32.690000000,4.53333333333
"11000 Jordan Ln, Austin, TX 78758, USA",78758,173001628,2017-10-27 20:20:18,10/27/2017,Suspicious Person,Suspicious Person,11000 Block Jordan Ln,2017-10-27 20:18:15.000,2017-10-27 20:40:12.870,0 days 00:21:57.870000000,21.95
"8500 Brodie Ln, Austin, TX 78745, USA",78745,123240748,2012-11-19 10:25:06,11/19/2012,Traffic Stop,Traffic Stop,8500 Block BRODIE LN,2012-11-19 10:25:06.000,2012-11-19 10:25:06.000,0 days 00:00:00.000000000,0.0
"40 I-35, Austin, TX 78701, USA",78701,150792262,2015-03-20 23:41:09,03/20/2015,Check Welfare Urgent,Check Welfare Urgent,800 Block N IH 35 NB,2015-03-20 23:40:12.000,2015-03-20 23:44:02.000,0 days 00:03:50.000000000,3.83333333333
"4200 S Lamar Blvd, Austin, TX 78704, USA",78704,161350067,2016-05-14 00:32:41,05/14/2016,Traffic Stop,Traffic Stop,4200 Block S Lamar Blvd Svrd Sb,2016-05-14 00:32:41.000,2016-05-14 00:32:41.000,0 days 00:00:00.000000000,0.0
"3000 W William Cannon Dr, Austin, TX 78745, USA",78745,160351808,2016-02-04 21:29:34,02/04/2016,Suspicious Person,Suspicious Person,3000 Block W William Cannon Dr,2016-02-04 21:29:26.000,2016-02-04 21:41:24.000,0 days 00:11:58.000000000,11.9666666667
"400 Little Texas Ln, Austin, TX 78745, USA",78745,163260149,2016-11-21 03:14:12,11/21/2016,Prowler HS,Prowler HS,400 Block Little Texas Ln,2016-11-21 03:13:38.000,2016-11-21 03:17:19.350,0 days 00:03:41.350000000,3.68333333333
"500 Trinity St, Austin, TX 78701, USA",78701,160691814,2016-03-09 23:30:56,03/09/2016,Traffic Stop,xPOSS MARIJUANA,500 Block Trinity St,2016-03-09 23:30:56.000,2016-03-09 23:30:56.000,0 days 00:00:00.000000000,0.0
"9532 Spirit of Austin Ln, Austin, TX 78719, USA",78719,150370652,2015-02-06 10:50:28,02/06/2015,TRAFFIC STOP,TRAFFIC STOP,9532-9500 Block SPIRIT OF AUSTIN LN,2015-02-06 10:50:28.000,2015-02-06 10:50:28.000,0 days 00:00:00.000000000,0.0
"4900 Springdale Rd, Austin, TX 78723, USA",78723,171110153,2017-04-21 01:47:05,04/21/2017,Traffic Stop,Traffic Stop,4900 Block Springdale Rd,2017-04-21 01:47:05.000,2017-04-21 01:47:05.000,0 days 00:00:00.000000000,0.0
"400 W 38th St, Austin, TX 78705, USA",78705,121591654,2012-06-07 20:27:21,06/07/2012,TRAFFIC STOP,TRAFFIC STOP,400-500 Block W 38TH ST,2012-06-07 20:27:21.000,2012-06-07 20:27:21.000,0 days 00:00:00.000000000,0.0
"1200 Broadmoor Dr, Austin, TX 78723, USA",78723,123040227,2012-10-30 04:29:31,10/30/2012,Teleserve Refusal,xTHEFT,1200 Block Broadmoor Dr,2012-10-30 04:29:24.000,2012-10-30 05:09:39.000,0 days 00:40:15.000000000,40.25
"2700 W William Cannon Dr, Austin, TX 78745, USA",78745,140401545,2014-02-09 21:14:48,02/09/2014,Special Assignment,Special Assignment,2700 Block W WILLIAM CANNON DR,2014-02-09 21:14:48.000,2014-02-09 21:14:48.000,0 days 00:00:00.000000000,0.0
"9600 Dessau Rd, Austin, TX 78753, USA",78753,150581921,2015-02-27 23:41:58,02/27/2015,Disturbance Service,Check Welfare Service,9600 Block Dessau Rd,2015-02-27 23:39:37.000,2015-02-27 23:52:15.000,0 days 00:12:38.000000000,12.6333333333
"200 San Jacinto Blvd, Austin, TX 78701, USA",78701,170961276,2017-04-06 17:13:21,04/06/2017,DOC / C.O. Violation,DOC / C.O. Violation,200 Block San Jacinto Blvd,2017-04-06 17:12:21.000,2017-04-06 18:16:09.600,0 days 01:03:48.600000000,63.8
"11800 Jollyville Rd, Austin, TX 78759, USA",78759,132860485,2013-10-13 04:21:52,10/13/2013,Alarm Burglar,Alarm Burglar,11800 Block Jollyville Rd,2013-10-13 04:20:37.000,2013-10-13 04:40:16.000,0 days 00:19:39.000000000,19.65
"100 E 5th St, Austin, TX 78701, USA",78701,141951729,2014-07-14 20:29:09,07/14/2014,Traffic Stop,Traffic Stop,100 Block E 5TH ST,2014-07-14 20:29:09.000,2014-07-14 20:29:09.000,0 days 00:00:00.000000000,0.0
"1139 W Braker Ln #103, Austin, TX 78758, USA",78758,160881396,2016-03-28 19:52:11,03/28/2016,Crash Urgent,Crash Urgent,W Braker Ln / N Lamar Blvd,2016-03-28 19:50:59.000,2016-03-28 20:06:41.000,0 days 00:15:42.000000000,15.7
"1000 Collinwood W Dr, Austin, TX 78753, USA",78753,160290516,2016-01-29 09:09:28,01/29/2016,Check Welfare Service,Check Welfare Service,1000 Block Collinwood West Dr,2016-01-29 09:08:33.000,2016-01-29 09:17:46.000,0 days 00:09:13.000000000,9.21666666667
"3800 Walnut Clay Dr, Austin, TX 78731, USA",78731,171441210,2017-05-24 16:38:39,05/24/2017,Alarm Burglar,xFALSE BURGLAR ALARM,3800 Block Walnut Clay Dr,2017-05-24 16:38:24.000,2017-05-24 17:34:11.217,0 days 00:55:47.217000000,55.7833333333
"1500 W 6th St, Austin, TX 78703, USA",78703,171710078,2017-06-20 01:14:05,06/20/2017,Traffic Stop,Traffic Stop,1500 Block - 1503 W 6TH ST,2017-06-20 01:14:05.000,2017-06-20 01:14:05.860,0 days 00:00:00.860000000,0.0
"701 W 28th St, Austin, TX 78705, USA",78705,121290032,2012-05-08 00:39:33,05/08/2012,Traffic Stop,Traffic Stop,W 28TH ST / NUECES ST,2012-05-08 00:39:33.000,2012-05-08 00:39:33.000,0 days 00:00:00.000000000,0.0
"11000 Burnet Rd, Austin, TX 78758, USA",78758,120080602,2012-01-08 09:42:50,01/08/2012,Directed Patrol,Directed Patrol,11000 Block BURNET RD,2012-01-08 09:42:50.000,2012-01-08 09:42:49.000,-1 days +23:59:59.000000000,1439.98333333
"2000 Cedar Bend Dr, Austin, TX 78758, USA",78758,131360283,2013-05-16 05:22:25,05/16/2013,Disturbance Urgent,Disturbance Urgent,CEDAR BEND DR / METRIC BLVD,2013-05-16 05:21:53.000,2013-05-16 05:25:42.000,0 days 00:03:49.000000000,3.81666666667
"1500 Barton Springs Rd, Austin, TX 78704, USA",78704,141890482,2014-07-08 08:18:39,07/08/2014,Suspicious Person,Suspicious Person,1500 Block Barton Springs Rd,2014-07-08 08:17:04.000,2014-07-08 08:39:06.000,0 days 00:22:02.000000000,22.0333333333
"2900 Pecan Springs Rd, Austin, TX 78723, USA",78723,143590825,2014-12-25 14:57:31,12/25/2014,Disturbance Other,Disturbance Other,2900 Block Pecan Springs Rd,2014-12-25 14:56:46.000,2014-12-25 15:08:58.000,0 days 00:12:12.000000000,12.2
"3210 E Martin Luther King Jr Blvd, Austin, TX 78721, USA",78721,143301670,2014-11-26 21:51:32,11/26/2014,Traffic Stop,Traffic Stop,E MARTIN LUTHER KING JR BLVD / AIRPORT BLVD,2014-11-26 21:51:32.000,2014-11-26 21:51:32.000,0 days 00:00:00.000000000,0.0
"9200 Northgate Blvd, Austin, TX 78758, USA",78758,132651491,2013-09-22 18:49:39,09/22/2013,Hang-ups,Hang-ups,9200 Block Northgate Blvd,2013-09-22 18:49:18.000,2013-09-22 20:27:10.000,0 days 01:37:52.000000000,97.8666666667
"1800 Guadalupe St, Austin, TX 78701, USA",78701,153351785,2015-12-01 22:09:54,12/01/2015,Teleserve Refusal,zCRIM MISCHIEF-J,1800 Block Guadalupe St,2015-12-01 22:08:31.000,2015-12-01 22:21:02.000,0 days 00:12:31.000000000,12.5166666667
"900 E Riverside Dr, Austin, TX 78704, USA",78704,161340489,2016-05-13 09:02:47,05/13/2016,zCHECKING AREA,zCHECKING AREA,900 Block w riverside,2016-05-13 09:02:47.000,2016-05-13 09:02:48.000,0 days 00:00:01.000000000,0.0166666666667
"8200 Guadalupe St, Austin, TX 78753, USA",78753,162680558,2016-09-24 08:49:05,09/24/2016,On Site Incident,On Site Incident,8200 Block GUADALUPE ST,2016-09-24 08:49:05.000,2016-09-24 08:49:06.000,0 days 00:00:01.000000000,0.0166666666667
"500 E 7th St, Austin, TX 78701, USA",78701,142280782,2014-08-16 10:38:59,08/16/2014,Disturbance Other,Disturbance Other,500 Block E 7th St,2014-08-16 10:37:29.000,2014-08-16 10:41:38.000,0 days 00:04:09.000000000,4.15
"6300 Salcon Cliff Dr, Austin, TX 78749, USA",78749,153230490,2015-11-19 08:52:27,11/19/2015,Alarm Burglar,xFALSE BURGLAR ALARM,6300 Block Salcon Cliff Dr,2015-11-19 08:50:59.000,2015-11-19 09:01:39.000,0 days 00:10:40.000000000,10.6666666667
"2000 Cedar Bend Dr, Austin, TX 78758, USA",78758,130830477,2013-03-24 04:20:02,03/24/2013,zCHECKING AREA,zCHECKING AREA,2000 Block CEDAR BEND DR,2013-03-24 04:20:02.000,2013-03-24 04:20:02.000,0 days 00:00:00.000000000,0.0
"2500 Northland Dr, Austin, TX 78756, USA",78756,131890554,2013-07-08 09:50:46,07/08/2013,Alarm Glass Break,Alarm Glass Break,2500 Block Northland Dr,2013-07-08 09:50:04.000,2013-07-08 09:52:46.000,0 days 00:02:42.000000000,2.7
"600 Guadalupe St, Austin, TX 78701, USA",78701,130290323,2013-01-29 07:10:18,01/29/2013,Crash Urgent,Crash Urgent,W 6th St / Guadalupe St,2013-01-29 07:09:52.000,2013-01-29 07:15:59.000,0 days 00:06:07.000000000,6.11666666667
"11300 Oak Knoll Dr, Austin, TX 78759, USA",78759,141881700,2014-07-07 20:48:56,07/07/2014,Alarm Burglar,xFALSE BURGLAR ALARM,11300 Block Oak Knoll Dr,2014-07-07 20:48:45.000,2014-07-07 20:53:56.000,0 days 00:05:11.000000000,5.18333333333
"700 E 8th St, Austin, TX 78701, USA",78701,141511175,2014-05-31 14:01:52,05/31/2014,Auto Theft Service,Auto Theft Service,700 Block E 8th St,2014-05-31 14:01:43.000,2014-05-31 14:13:27.000,0 days 00:11:44.000000000,11.7333333333
"5606 Ponciana Dr, Austin, TX 78744, USA",78744,142690845,2014-09-26 11:33:57,09/26/2014,Subject Stop,Subject Stop,5606-5600 Block PONCIANA DR,2014-09-26 11:33:57.000,2014-09-26 11:33:57.000,0 days 00:00:00.000000000,0.0
"1600 Ashberry Dr, Austin, TX 78723, USA",78723,143480455,2014-12-14 03:34:50,12/14/2014,Alarm Burglar,Alarm Other,1600 Block Ashberry Dr,2014-12-14 03:34:37.000,2014-12-14 04:08:05.000,0 days 00:33:28.000000000,33.4666666667
"9100 S 1st St, Austin, TX 78748, USA",78748,152941175,2015-10-21 16:07:08,10/21/2015,Drugs,xFOUND CONTROLLED SUBSTANCE,9100 Block S 1ST ST,2015-10-21 16:04:39.000,2015-10-21 16:27:14.000,0 days 00:22:35.000000000,22.5833333333
"2700 Foster Ln, Austin, TX 78757, USA",78757,170301094,2017-01-30 15:10:19,01/30/2017,Trespass Urgent,xCRIMINAL TRESPASS,2700 Block Foster Ln,2017-01-30 15:09:35.000,2017-01-30 15:50:39.903,0 days 00:41:04.903000000,41.0666666667
"Neches St, Austin, TX 78701, USA",78701,152160320,2015-08-04 07:28:35,08/04/2015,On Site Incident,xASSIST EMS,0 E 6TH ST / NECHES ST,2015-08-04 07:28:35.000,2015-08-04 07:28:35.000,0 days 00:00:00.000000000,0.0
"100 W 2nd St, Austin, TX 78701, USA",78701,130721094,2013-03-13 14:25:55,03/13/2013,Special Assignment,Special Assignment,100 Block W 2ND ST,2013-03-13 14:25:55.000,2013-03-13 14:25:55.000,0 days 00:00:00.000000000,0.0
"9100 Ipswich Bay Dr, Austin, TX 78747, USA",78747,170261503,2017-01-26 20:11:35,01/26/2017,Alarm Robbery,Alarm Robbery,9100 Block Ipswich Bay Dr,2017-01-26 20:11:15.000,2017-01-26 20:21:56.917,0 days 00:10:41.917000000,10.6833333333
"1700 E 4th St, Austin, TX 78702, USA",78702,120150150,2012-01-15 01:31:53,01/15/2012,Suspicious Person,Suspicious Person,E 4th St / Navasota St,2012-01-15 01:31:11.000,2012-01-15 01:36:45.000,0 days 00:05:34.000000000,5.56666666667
"4000 Victory Dr, Austin, TX 78704, USA",78704,151750496,2015-06-24 08:21:38,06/24/2015,Warrant Service,Warrant Service,4000 Block VICTORY DR,2015-06-24 08:21:38.000,2015-06-24 08:21:38.000,0 days 00:00:00.000000000,0.0
"Austin, TX 78701, USA",78701,152441276,2015-09-01 16:00:19,09/01/2015,Service,xTHEFT,2900 Block S Capital Of Texas Hwy Nb,2015-09-01 15:59:06.000,2015-09-01 17:04:07.000,0 days 01:05:01.000000000,65.0166666667
"1600 Wheless Ln, Austin, TX 78723, USA",78723,120120540,2012-01-12 08:59:39,01/12/2012,Animal Urgent,xASSIST COMPLAINANT,1600 Block Wheless Ln,2012-01-12 08:59:01.000,2012-01-12 09:10:38.000,0 days 00:11:37.000000000,11.6166666667
"8300 Mauai Dr, Austin, TX 78749, USA",78749,130340546,2013-02-03 07:03:30,02/03/2013,Information,Information,8300 Block Mauai Dr,2013-02-03 07:03:24.000,2013-02-03 07:48:54.000,0 days 00:45:30.000000000,45.5
"4500 E St Elmo Rd, Austin, TX 78744, USA",78744,140662055,2014-03-07 21:46:50,03/07/2014,Disturbance Service,Service,4500 Block E St Elmo Rd,2014-03-07 21:46:11.000,2014-03-07 22:44:11.000,0 days 00:58:00.000000000,58.0
"500 W 38th St, Austin, TX 78705, USA",78705,151890448,2015-07-08 08:58:40,07/08/2015,Trespass Urgent,Trespass Urgent,500 Block W 38th St,2015-07-08 08:57:56.000,2015-07-08 09:10:25.000,0 days 00:12:29.000000000,12.4833333333
"7200 Easy Wind Dr, Austin, TX 78752, USA",78752,151020515,2015-04-12 05:40:09,04/12/2015,DOC / C.O. Violation,DOC / C.O. Violation,7200 Block Easy Wind Dr,2015-04-12 05:39:54.000,2015-04-12 05:47:00.000,0 days 00:07:06.000000000,7.1
"2400 Sturgis Ln, Austin, TX 78748, USA",78748,121120013,2012-04-21 00:08:10,04/21/2012,DOC / C.O. Violation,DOC / C.O. Violation,2400 Block Sturgis Ln,2012-04-21 00:06:10.000,2012-04-21 00:35:46.000,0 days 00:29:36.000000000,29.6
"Sally Lunn Way, Pflugerville, TX 78660, USA",78660,131790566,2013-06-28 08:44:23,06/28/2013,Subject Stop,Subject Stop,SALLY LUNN WAY,2013-06-28 08:44:23.000,2013-06-28 08:44:23.000,0 days 00:00:00.000000000,0.0
"Bee Creek Hills, Austin, TX 78746, USA",78746,141721328,2014-06-21 17:27:34,06/21/2014,zCHECKING AREA,zCHECKING AREA,BEE CREEK,2014-06-21 17:27:34.000,2014-06-21 17:27:34.000,0 days 00:00:00.000000000,0.0
"1000 Norwood Park Blvd, Austin, TX 78752, USA",78752,141970315,2014-07-16 06:08:52,07/16/2014,Special Assignment,Special Assignment,1000 Block NORWOOD PARK BLVD,2014-07-16 06:08:52.000,2014-07-16 06:08:52.000,0 days 00:00:00.000000000,0.0
"13087 Research Blvd, Austin, TX 78750, USA",78750,141960692,2014-07-15 10:59:07,07/15/2014,Disturbance Other,Disturbance Other,Fairfield Dr / Research Blvd Svrd Nb,2014-07-15 10:57:41.000,2014-07-15 11:39:55.000,0 days 00:42:14.000000000,42.2333333333
"1000 Arthur Stiles Rd, Austin, TX 78721, USA",78721,160260499,2016-01-26 09:13:42,01/26/2016,Special Assignment,Special Assignment,1000 Block Arthur Stiles Rd,2016-01-26 09:13:42.000,2016-01-26 09:13:42.000,0 days 00:00:00.000000000,0.0
"1000 Springdale Rd, Austin, TX 78702, USA",78702,122911653,2012-10-17 20:10:44,10/17/2012,*Assist Non Emergency,Disturbance Other,1000 Block Springdale Rd,2012-10-17 20:07:14.000,2012-10-17 20:18:43.000,0 days 00:11:29.000000000,11.4833333333
"1900 Nash Hernandez Senior Rd, Austin, TX 78702, USA",78702,122310302,2012-08-18 02:31:39,08/18/2012,Subject Stop,Subject Stop,1900 Block NASH HERNANDEZ SR RD,2012-08-18 02:31:39.000,2012-08-18 02:31:39.000,0 days 00:00:00.000000000,0.0
